提色,11
持法,11
持不,11
所見,11
所種,11
所用,11
所動,11
戒忍,11
我說,11
慧解,11
惟如,11
性故,11
念今,11
心行,11
心自,11
復從,11
得入,11
彼說,11
彼彼,11
尼殺,11
少法,11
學無,11
妙廣,11
如夢,11
如一,11
天上,11
大慈,11
多菩,11
多甚,11
多廣,11
多一,11
地而,11
四禪,11
喜功,11
向一,11
各受,11
可行,11
可以,11
受修,11
別者,11
初發,11
分乃,11
出世,11
其兢,11
入諸,11
先所,11
修般,11
信受,11
來法,11
佛功,11
何義,11
住空,11
住一,11
人廣,11
中於,11
不減,11
三界,11
一千,11
頂受,10
非不,10
難不,10
離佛,10
雖行,10
集稱,10
限數,10
間是,10
門能,10
門生,10
量知,10
量是,10
重供,10
邊故,10
過諸,10
通利,10
迦受,10
迦假,10
起作,10
讚須,10
證空,10
證不,10
謗法,10
諸過,10
說色,10
說皆,10
說何,10
說乃,10
誦者,10
計較,10
言諸,10
言一,10
觀諸,10
覺亦,10
被大,10
行須,10
行精,10
處若,10
蘊善,10
薩者,10
薩爾,10
薩是,10
萬億,10
華供,10
若說,10
若法,10
與般,10
與彼,10
自謂,10
能遠,10
能行,10
胝分,10
而行,10
而住,10
者善,10
習般,10
義是,10
緣佛,10
等相,10
等是,10
等於,10
竟不,10
種功,10
示無,10
相須,10
相甚,10
相爾,10
相三,10
皆發,10
百分,10
百侍,10
當有,10
界乃,10
生般,10
生有,10
生尊,10
無餘,10
無因,10
無依,10
為作,10
漏盡,10
滿兢,10
滿一,10
深不,10
淨若,10
淨天,10
洹斯,10
法甚,10
法座,10
法平,10
法一,10
求菩,10
求大,10
根乃,10
果已,10
未能,10
有著,10
有因,10
有住,10
智者,10
智是,10
智所,10
智如,10
是生,10
是甚,10
是有,10
是所,10
是憍,10
是佛,10
敬尊,10
提而,10
提我,10
提復,10
提分,10
提中,10
所瞻,10
所化,10
戒波,10
我得,10
成阿,10
應於,10
應善,10
性須,10
性不,10
念無,10
心非,10
心清,10
心於,10
心故,10
心善,10
心及,10
心又,10
德法,10
復教,10
復尊,10
得解,10
得瞻,10
得此,10
得安,10
得亦,10
彼所,10
常得,10
已能,10
已入,10
就如,10
尊彼,10
宜應,10
定波,10
守護,10
妙華,10
如不,10
大明,10
大師,10
多於,10
多得,10
士夫,10
塔滿,10
啼泣,10
名不,10
合聚,10
及餘,10
十三,10
別是,10
切善,10
分皆,10
出血,10
其限,10
億俱,10
來以,10
使若,10
作所,10
作佛,10
何因,10
住須,10
住法,10
住於,10
但以,10
以名,10
令我,10
令修,10
二法,10
乘鎧,10
中際,10
中請,10
不難,10
不悔,10
不學,10
不了,10
三天,10
一於,10
龍神,9
養又,9
難是,9
離聲,9
離放,9
隨諸,9
障難,9
阿閦,9
間相,9
長時,9
量不,9
還復,9
違背,9
道者,9
逸不,9
退沒,9
辱波,9
轉須,9
識甚,9
識於,9
識故,9
證法,9
證是,9
謂菩,9
諸餘,9
諸分,9
說為,9
說即,9
言畢,9
言此,9
解說,9
解者,9
覺皆,9
覺無,9
見色,9
見法,9
見受,9
行求,9
行布,9
薩隨,9
薩般,9
若色,9
色甚,9
能迴,9
能護,9
能發,9
能增,9
能具,9
聞說,9
聞佛,9
而於,9
者為,9
習方,9
等皆,9
竟無,9
竟淨,9
空性,9
示世,9
知所,9
相迴,9
盡心,9
益是,9
皆無,9
生須,9
生著,9
生棄,9
生喜,9
生受,9
現住,9
熟善,9
無障,9
無起,9
無見,9
無色,9
為難,9
為障,9
為說,9
漸近,9
滅故,9
滅已,9
洲若,9
法要,9
汝見,9
求阿,9
求而,9
此寶,9
此大,9
此一,9
正念,9
次阿,9
梵眾,9
果憍,9
果從,9
有種,9
有相,9
有戒,9
有忍,9
有心,9
智自,9
智亦,9
智一,9
晝夜,9
時若,9
時應,9
時亦,9
是語,9
是處,9
是宣,9
於須,9
於二,9
斷滅,9
教令,9
故以,9
放逸,9
提耶,9
提未,9
捨心,9
所欲,9
所成,9
所已,9
所壞,9
我遠,9
我無,9
我及,9
慈心,9
惡知,9
悲愍,9
恩者,9
思念,9
念彼,9
念亦,9
心乃,9
德無,9
德利,9
從彼,9
從何,9
得非,9
得耶,9
得如,9
得圓,9
得善,9
得以,9
彼佛,9
常不,9
少有,9
尊是,9
子於,9
如菩,9
如般,9
失菩,9
失心,9
大莊,9
大歡,9
大光,9
多離,9
多聽,9
多清,9
多以,9
增上,9
報恩,9
城中,9
地何,9
名如,9
及世,9
去無,9
去如,9
即謂,9
即為,9
即名,9
勿念,9
勝前,9
力四,9
前際,9
前作,9
初住,9
切種,9
切相,9
切如,9
出過,9
出現,9
具諸,9
其正,9
其心,9
共相,9
入空,9
俱白,9
修定,9
修四,9
依怙,9
來身,9
來神,9
來去,9
使三,9
佛一,9
住斯,9
住佛,9
以者,9
以不,9
以一,9
他方,9
人非,9
人雖,9
人欲,9
人令,9
人亦,9
亦置,9
事諸,9
事若,9
乘中,9
久已,9
中當,9
中獲,9
中得,9
中少,9
中一,9
不復,9
不增,9
不分,9
不令,9
上慢,9
三昧,9
一百,9
一分,9
魔而,8
魔力,8
魔不,8
養憍,8
養如,8
順般,8
音聲,8
非色,8
非所,8
非但,8
難言,8
離相,8
離彼,8
險難,8
際亦,8
間有,8
間所,8
門者,8
金銀,8
重瞻,8
醫藥,8
邊非,8
邊亦,8
近一,8
輪迴,8
輕慢,8
身命,8
足善,8
貪心,8
貢高,8
讚歎,8
讚憍,8
讚亦,8
識界,8
識清,8
識有,8
諸障,8
諸持,8
諸修,8
說流,8
說我,8
誦如,8
語已,8
言說,8
解何,8
見已,8
補特,8
行諸,8
行何,8
行以,8
行且,8
處以,8
處一,8
蘊比,8
薩見,8
薩相,8
薩地,8
華散,8
若離,8
若見,8
若得,8
若彼,8
色自,8
色清,8
色故,8
自身,8
能覺,8
能聽,8
能捨,8
能圓,8
能動,8
聞所,8
聞地,8
而迴,8
而可,8
者非,8
者而,8
者其,8
習不,8
義無,8
緣而,8
經置,8
終不,8
等而,8
等眾,8
等所,8
等人,8
第一,8
示教,8
知我,8
知勝,8
相當,8
相復,8
相如,8
相佛,8
相何,8
相似,8
盡相,8
皆因,8
皆住,8
癡心,8
疑悔,8
由不,8
生隨,8
生起,8
生舍,8
生聚,8
生以,8
特伽,8
無非,8
無處,8
無復,8
為我,8
滿足,8
滿慈,8
淨佛,8
淨不,8
法爾,8
法施,8
法所,8
沒者,8
求法,8
比前,8
此所,8
此中,8
欲為,8
欲學,8
樂法,8
果爾,8
有聲,8
有得,8
有少,8
有十,8
智心,8
智復,8
時會,8
時得,8
是苦,8
是最,8
是是,8
是彼,8
是了,8
於心,8
於大,8
於他,8
斷故,8
斯為,8
文字,8
數若,8
敬禮,8
散華,8
教授,8
故說,8
故具,8
故佛,8
攝諸,8
提般,8
提已,8
提即,8
捨離,8
持宣,8
所起,8
所學,8
所受,8
我相,8
我有,8
應作,8
懈怠,8
慶快,8
慈子,8
愚異,8
想心,8
惟為,8
悔不,8
恚心,8
性若,8
念復,8
念即,8
快樂,8
心諸,8
心若,8
心皆,8
德復,8
德不,8
復書,8
從座,8
得離,8
得佛,8
後心,8
往詣,8
彼非,8
彼百,8
幻人,8
已住,8
展轉,8
導首,8
尊何,8
實隨,8
宣布,8
定心,8
安隱,8
學菩,8
學彼,8
子等,8
子當,8
子我,8
嬈亂,8
如須,8
如諸,8
如相,8
如於,8
女等,8
失不,8
天眾,8
大涅,8
大波,8
大士,8
大功,8
夜叉,8
多與,8
多我,8
多憍,8
多又,8
外道,8
壞諸,8
執著,8
地須,8
地若,8
地如,8
喜捨,8
善解,8
咸作,8
告舍,8
向復,8
受般,8
受者,8
受此,8
受已,8
取其,8
及緣,8
即起,8
即色,8
即心,8
十八,8
化人,8
動無,8
力加,8
剎清,8
前心,8
分法,8
出須,8
出不,8
具醫,8
其城,8
入涅,8
先已,8
先世,8
修無,8
信有,8
便者,8
便是,8
來從,8
作相,8
作念,8
佛無,8
何為,8
何此,8
住識,8
住說,8
住處,8
伽羅,8
伺求,8
令其,8
今為,8
今時,8
人隨,8
人有,8
人乃,8
亦畢,8
亦得,8
了故,8
主大,8
主作,8
中聲,8
世世,8
不聞,8
不習,8
不現,8
上無,8
三世,8
養彼,7
飢饉,7
願無,7
非真,7
非有,7
難我,7
難彼,7
難中,7
離阿,7
離貪,7
離著,7
雖於,7
隨轉,7
隨汝,7
隨從,7
際無,7
開導,7
門雖,7
門聽,7
門無,7
量以,7
釋及,7
邊般,7
邊三,7
遠何,7
道場,7
通威,7
迦汝,7
迦此,7
迦彼,7
近諸,7
身心,7
足般,7
足不,7
起是,7
起如,7
識空,7
識此,7
證者,7
謂般,7
謂已,7
謂如,7
諸毒,7
諸慢,7
說名,7
詣其,7
言受,7
解了,7
覺道,7
見如,7
行道,7
行行,7
行有,7
行所,7
行佛,7
薩遠,7
薩義,7
薩無,7
薩未,7
薩常,7
薩學,7
若已,7
若在,7
芻尼,7
色若,7
色法,7
色是,7
色於,7
與其,7
至盡,7
能示,7
能取,7
能了,7
而作,7
者菩,7
者皆,7
者樂,7
者普,7
習書,7
習是,7
義佛,7
等不,7
章句,7
竟道,7
空而,7
空是,7
稱不,7
種妙,7
神等,7
示諸,7
示如,7
知覺,7
知佛,7
知以,7
眾香,7
眾俱,7
眾中,7
相貌,7
相我,7
相已,7
盤後,7
盡無,7
盡故,7
盡壽,7
盜賊,7
益安,7
百由,7
發是,7
發大,7
當隨,7
當往,7
異相,7
界不,7
由如,7
生過,7
生種,7
生復,7
生即,7
生令,7
無間,7
無說,7
